input,expected_answer
"The open enrollment period for federal Obamacare plans will begin more than a month later than it did last year, with this year's start date coming after the midterm elections. In 2013 consumers could begin signing up for plans on Oct. 1. This year they were scheduled  to start their applications on Oct. 15. But the Obama administration announced late last year that the second enrollment period would instead begin on Nov. 15 - a full week and a half after the consequential federal elections taking place on Nov. 4. Both the White House and the Department of Health and Human Services have said politics aren't at play. The enrollment date was delayed this year to give insurers more time to calculate rates and consumers more time to familiarize themselves with healthcare plans available to them, they've said. A man receives information about  health insurance options last Friday in Paterson, New Jersey. Americans enrolling in Obamacare through the federal exchanges have a month and a half longer to review their options this year than they did last year . Still, the move has the added convenience of allowing insurers to keep next year's rates a secret until voters have already cast their ballots for or against Democrats who voted for or support the health care law. At a news briefing last fall, then-White House Press Jay Carney confirmed the postponement of the fiscal year 2015 and denied that the timing of the midterm elections factored into the Centers for Medicaid and Medicare Services' decision. 'The fact is, we're doing it because it make sense for insurers to have as clear a sense of the pool of consumers they gain in the market this year, before setting rates for next year,' the White House spokesman said. CMS is the division of HHS that is responsible for implementing the health care law. An HHS official told Fox News at the time of the announcement that the purpose of the revised enrollment schedule was to give insurers 'the benefit of more time to evaluate their experiences during the 2014 plan year,' particularly after glitches with healthcare.gov caused numerous delays in the first enrollment period. The government was supposed to cut consumers off on March 31 but ended up allowing them to sign up for coverage well into April. Fox's HHS source tried to frame the fall 2014 delay as 'good news for consumers' because they 'will have more time to learn about plans before enrolling.' However, Republicans are crying foul. The way they see it, the administration is purposefully trying keep the true costs of Obamacare from Americans until after November's congressional elections. 'If premiums go through the roof in the first year of Obamacare, no one will know about it until after the election,' Republican Sen. Chuck Grassley said when CMS announced the postponement a year ago. The federal health care site has been under construction since the last open enrollment period for Obamacare ended in April. Among the changes to the site is a simplified application that only asks customers 16 pages of questions instead of 76. Glitches that caused the site to crash during peak traffic times have also been resolved, HHS told the Associated Press, and more than 125,000 people will be able to access the site at the same time. The next open enrollment period begins on Nov. 15. and ends Feb. 15. The Congressional Budget Office expects roughly 13 million Americans to sign up for Obamacare in fiscal year 2015, up from the eight million people who signed up last year. In a statement released last Friday Americans for Prosperity President Tim Phillips claimed, 'the President sold ObamaCare to the American people on the false promise that it would make health care more accessible and more affordable for those who needed it most. 'Sadly, ObamaCare has actually put affordable health care even further out of reach for millions of Americans,' the conservative non-profit head claimed.The administration’s decision to withhold the costs of this law until after Election Day is just more proof that ObamaCare is a bad deal for Americans.' Obamacare continues to be unpopular with many Americans, and Democrats should be concerned, if they already are not, that Americans facing sticker shock on their health care plans could take their anger out at the ballot box. Alaska, Iowa and Louisiana are all set to see premium hikes next year, and the Democratic Senators representing all three states are in danger of being knocked off by their Republican challengers. In Alaska two insurers, Premera Blue Cross and Moda Health, are planning double-digit rate increases, according to the Washington Times. The Times reports that 88 percent of Alaskans won't be dramatically effected by the rate hike because they qualify for government subsidies. However that hasn't stopped the Republican candidate in the state's senate race, Dan Sullivan, from using the news as a cudgel against incumbent Sen. Mark Begich, a Democrat who voted for Obamacare. 'Did you lose your coverage due to ObamaCare? Are your premiums set to skyrocket? Follow the link to share your ObamaCare story and stand up to the elected leaders in D.C. who sold Alaskans out,' Sullivan said in a Facebook post on Sept. 12. While Obamacare has taken a backseat to other prominent issues in this year's elections such as immigration, jobs and the economy and the war against the Islamic State, Republican Senate candidates in Iowa and Louisiana have also made the health care reform law a central issue in their campaigns. CMS didn't immediately reply to a request for comment from MailOnline on Republican's accusations that the 2015 enrollment period was pushed back for political reasons.","In 2013 consumers could begin signing up for plans on Oct. 1; this year they were scheduled to start their applications on Oct. 15.
The Obama administration delayed the fiscal year 2015 enrollment period to a week and a half after the federal elections taking place on Nov. 4 .
The White House and the Health and Human Services Department have said politics aren't at play .
But the move has the convenience of allowing insurers to keep next year's rates a secret until after voters have cast their ballots ."
"A Chinese gang who dug up the bodies of recently deceased young men sold them to superstitious families - whose single sons then 'married' them for good luck. The scam was exposed by accident when police arrested a man on stolen bike and found others stashed at his house. The thief, Wang Tsou, 34, was taken in for questioning - where he confessed to also stealing the body of a young woman from the local cemetery with his friends. The body that was dug up in Juye County near Heze City in China's Shandong Province was then sold to a man for the equivalent of almost £2,000 and was then sold on again for £4,000. The gang dug up the woman at a cemetery in Juye Country, in China, pictured, and sold her for almost £2,000 . Police said a total of 11 men have been arrested in connection after a bicycle thief admitted stealing the body . Tsou's confession led to a further ten people being arrested and police said an investigation is ongoing. Police spokesman Zhang Linhai said: 'Although the bicycle thief was only a small player, his arrest and surprise confession led to an unraveling of a network of people involved in the sale of stolen female bodies. 'We have arrested 11 people so far but the investigation is still ongoing.' In China, 'ghost marriages' are an ancient custom - but they are now illegal and carry jail sentences of up to three years for anyone who steals a dead female body. China's Communists have attempted to stamp out some traditions, including ghost marriages, since taking control in 1949. The families who buy the dead female bodies do so in order to satisfy tradition by carrying out a marriage service with a living or dead man. Police officers questioned Wang Tsou, pictured, about a stolen bike but he also confessed to robbing a grave . The scam was uncovered by accident after police searched Tsou's home and found other stolen bikes there . Ghost marriages are sometimes carried out to fulfill the requirement that a dead man should not pass into the afterlife without a wife or that an older brother needs to marry first before the younger brother can. Some believe that men who are buried alone will bring bad luck on the families for future generations. Police spokesman Zhang Linhai, pictured, said the bicycle thief was only a 'small player' but it has led to unravelling a larger network of people involved in the sale of stolen female bodies . Grave robbers dig up the bodies in an attempt to make large sums of money for very little work - but the corpses need to be fresh. A body that has already started to rot is worth very little, and a skeleton of a dead woman is worth nothing at all. Last year, four men were jailed for digging up female corpses in China and selling them as brides. The men admitted to stealing the bodies of ten women which they then sold to the families of bachelors to stop them wandering the afterlife alone. A court in the northern province of Shaanxi said last year the gang of men had abused the 'bad tradition' of ghost marriages and were jailed for 32 months each. Before that, another gang of grave robbers were caught trying to sell a dead woman days after her family had already tried to use her as a ghost bride. The woman's body was snatched and the gang of five offered the woman to another family for £3,000 before they were caught. And in 2007, a man was arrested after killing and then selling six women as ghost brides. He claimed that 'killing people and selling their bodies is less work than stealing them from graves'.","Scam was uncovered when Wang Tsou was found with a stolen bike .
He admitted stealing body of a woman from a cemetery with his friends .
The body was sold for almost £2,000 and then sold on for £4,000 .
Ghost marriages are an ancient Chinese custom, but are now illegal .
Superstitious families believe if a man is buried alone, it will bring bad luck ."
"Jose Mourinho reckons England were unlucky to be grouped with Italy, Uruguay and Costa Rica, and the Chelsea manager says: 'I don't think they should be ashamed of this situation'. England's World Cup was left in tatters after Roy Hodgson's men lost their second game 2-1 to Uruguay, having lost by the same scoreline against Italy five days before. But Mourinho isn't so quick to judge, saying he doesn't think England had 'the football Gods on their side'. VIDEO Scroll down to see England manager Roy Hodgson's reaction to 'group of death' Gutted: England were knocked out of the World Cup after just eight days after losing their opening two games . Friends or foes: Luis Suarez (right) sees to Liverpool team-mate Steven Gerrard after scoring twice . Unlucky? England manager Roy Hodgson was drawn in Group D with Italy, Costa Rica and Uruguay . Winners: Uruguay beat England 2-1, as did Italy by the same scoreline five days before . 'I . think the Gods of football, if you can use that expression, were never . with England since the draw until now, until even the Italy match . against Costa Rica, where I don't think many people would think Italy . could lose and Italy lost,' said Mourinho, a globalambassador for Yahoo. 'I . don't think England was a happy team, they didn't have the football . Gods on their side. They had two good matches, with good individual . performances. 'I don't . feel comfortable to criticise England or England's options because I . don't think they should be ashamed of this situation.' And Mourinho thinks England were 'not lucky in the draw' either. 'For some reason it is possible that you have three world champions and three strong teams like Uruguay, Italy and England in the same group,' he added. 'From the best three or four matches in this competition, England was present in two. It means that England did well, played well, competed well. 'They started both matches very well, was not afraid of Uruguay, was not afraid of Italy - conceded, reacted, scored an equaliser. 'When they equalised with 10 or 15 minutes to go, lots of people for sure thought England could win this match, but they lost.' Analysis: Mourinho thinks 'England was not lucky in the draw' to be with Italy and Uruguay in Group D .","Jose Mourinho says Group D has three world champions in Uruguay, Italy and England, and that Three Lions were not 'a happy team'
Mourinho: 'I don't think they should be ashamed of this situation'
England crashed out of the World Cup after their second defeat .
England lost 2-1 to Italy on Saturday, then to Uruguay by same scoreline on Thursday ."
"Gianluigi Buffon gave Italy a late scare in training on Friday night when he twisted an ankle and was unable to complete the session in Manaus. Buffon hobbled off but manager Cesare Prandelli remains optimistic that his captain and veteran goalkeeper will be available to face England. Prandelli has enough defensive problems on his plate already. The Italy boss lost his first-choice left-back Mattia di Sciglio, when the AC Milan full-back suffered a calf strain in training on Thursday. Doubt: Goalkeeper Gianluigi Buffon is a doubt for the game with England . All smiles: Buffon hugs a team-mate during training before leaving the session early due to injury . Concern: Italy manager Cesare Prandelli hopes Buffon will be fit to face England . It has not forced him home but he will not be fit for the Group D game in Manaus, which means a reshuffle at the back. It was unclear whether the Italians would settle for switching . Torino’s Matteo Darmian to the left and bring in Ignazio Abate of AC . Milan at right-back, or whether he would move Giorgio Chiellini from . centre-half to left-back and start with Parma’s Gabriel Paletta in the . middle. Defensive . power has always been Italy’s great strength but Prandelli’s team have . struggled at the back, which has already prompted the manager to push . Andrea Pirlo forward from his preferred deep midfield role to . accommodate Daniele de Rossi as a screener, protecting the . centre-halves. He will be most reluctant to move Chiellini, who has been . his rock. Follow: Mario Balotelli (left) walks next to Italy's coach Cesare Prandelli during the training session in Manaus . Instructions: Prandelli talks to his players during their last training session before the England match . If . Buffon is anything other than 100 per cent, it will hurt Italy. The . 36-year-old Juventus goalkeeper is the country’s most-capped footballer . of all time, has been first-choice in goal for nearly 15 years and won . the World Cup in 2006. Italy’s . poor display four years ago in South Africa was largely attributed to . his absence, when he was forced off with a sciatic nerve problem during . the opening game. Striker: Ciro Immobile (left) could be in line for a starting spot against England . 'Pirlo . and Buffon are our most important players,' said Chiellini. 'They’ve . got character and they make the whole team play, so we need to take good . care of them.' Prandelli did not blame Buffon’s twist on the pitch in Manaus which is not perfect. Fringes: Balotelli faces a battle with Ciro Immobile for a starting spot on Saturday . Azzurri: Andrea Pirlo (left) and the Italy players go through their paces in Manaus .","Gianluigi Buffon suffers ankle injury in final training session before England game .
Italy coach Cesare Prandelli hopes Buffon will be fit to play .
First-choice left-back Mattia di Sciglio set to miss the game with calf strain ."
"Click here for more from our brilliant Match Zone, including this graphic of Carlo Costly's opening goal for Honduras. He is the lesser known Valencia but it is Enner and not Antonio who is making a name for himself in Brazil. The 25-year-old sits joint top of the goalscoring charts following his match-winning double against Honduras in Curitiba. There he resides alongside more illustrious names such as Thomas Muller, Karim Benzema, Robin van Persie and Arjen Robben. But the muscular, pacey frontman – with an eye for goal to boot – might just be plying his trade in Europe as well next season should his World Cup scoring spree persist. Currently on the books of Pachuca in Mexico, there has been talk of interest from abroad and such speculation is sure to amplify given his man-of-the-match performance to keep alive his nation’s hopes of progression to the knockout rounds. VIDEO Scroll down to watch Ecuador fans dressed up and celebrating the victory . Heads up: Ecuador's  Enner Valencia (third from left) rises highest to head his country in front . Unstoppable: Valencia's header takes a bounce before flying beyond Honduras keeper Noel Valladares . Star man: Valencia (right) celebrates his second goal of the night and third of the tournament . Sliding in: Valencia got his side back on level terms with this close-range strike in the first half . Jumping for joy: Valencia leaps into the air to celebrate his second goal of the tournament . Centre of attention: Valencia (centre) is congratulated by his team-mates after finding the net . Honduras (4-4-2): Valladares 6.5; Beckeles 6, Figueroa 6, Bernardez 6, Izaguirre 5.5 (J Garcia 46, 5.5); O Garcia 5.5 (Chavez 82), Garrido 6 (Martinez 71, 6), Claros 6, Espinoza 5.5; Bengtson 5, Costly 6.5 . Subs not used: Lopez, Osman, Chavez, Montes, Jerry Palacios, Delgado, Rony Martinez, Najar, Escober. Booked: Bernardez, Bengtson, Costly . Ecuador (4-4-2): Dominguez 6.5; Paredes 7, Guagua 6.5, Erazo 6.5, Ayovi 7; A. Valencia 6.5, Noboa 6.5, Minda 6, Montero 7 (Achilier 90); E. Valencia 8, Caicedo 6.5 (Mendez 82) Subs not used: Banguera, Ibarra, Rojas, Arroyo, Jaime Ayovi, Bagui, Saritama, Martinez, Bone. Booked: A Valencia, E Valencia, Montero . Man-of-the-match: Enner Valencia . *Match ratings by Craig Hope . And Antonio Valencia, of Manchester United, might just deliver a glowing report when he returns to English shores of the team-mate who now has seven goals from 12 international caps and was on target during the 2-1 defeat to Switzerland in their group opener. The marksman scored in either half to complete a come-from-behind victory and move Ecuador second in Group E behind France, who they face in Rio on Wednesday. Both Ecuador and Honduras had drawn with England in pre-tournament friendlies in Miami and, to borrow horse-racing parlance, that form had hardly been franked by the subsequent performance of the Three Lions in Brazil. But amid the blood, studs and thunder of a predictably feisty affair, there was also a healthy helping of Latin flair. Ecuador were first to threaten when Jefferson Montero lashed a low ball across the face of goal and only the out-stretched gloves of Noel Valladares denied Felipe Caicedo a routine tap-in. Honduras defender Victor Bernandez saw yellow after just six minutes for a wild swipe which felled Montero with the striker poised to level on goal. Enner Valencia did manage to escape the cynical attention of the Honduran backline when scampering clear on 20 minutes but the forward snatched at the opportunity and lobbed wide. The blonde-haired, black-bearded Bernandez was never far from the thick of the action and the centre-back should have opened the scoring on 27 minutes, somehow heading wide when unmarked and connecting with a corner-kick just eight yards from goal. Clean strike: Honduras' Carlo Costly (left) scores the opening goal of the game with a powerful effort . Back of the net: Ecuador keeper Alexander Dominguez can only watch as Costly's shot beats him . Pure joy: Costly slides on his knees to celebrate scoring Honduras' first goal of the World Cup . Mobbed: Costly and his team-mates celebrate in front of the travelling Honduras fans at the Arena da Baixada . Ecuador striker Enner Valencia saw plenty of the ball outside of Honduras' penalty box, as his heat map below shows - Click here for more in our Match Zone . But it was Bernandez who turned provider for Costly to open the scoring just after the half-hour mark. His long punt downfield was misjudged by veteran Walter Ayovi and Costly made him pay, pouncing on the loose ball before drilling home in authoritative fashion from 18 yards. It was Honduras’ first goal at the World Cup in 32 years and sparked belief that a maiden victory at the finals could be in the offing. Their lead, however, was to last just three minutes and Valencia made it two for the tournament with a close-range stab after Juan Carlos Paredes’ shot was deflected into his path. Bernandez sought to restore Honduras’ advantage and he stung the palms of Alex Dominguez with a fizzing free-kick in first-half injury-time. There was still time for Costly to crack the post with a header before the break and strike partner Jerry Bengtson was booked when he followed up to bundle into the net with his arm. Costly missed the finals four years ago because of injury and he bore the look of a man with some making up to do, the 31-year-old’s rising drive drawing a flying save from Dominguez within 30 seconds of the restart after half-time. No way through: Honduras defender Maynore Figueroa (centre) slides in to block Felipe Caicedo's effort (left) Crowded out: Honduras' Jorge Carlos (right) slides in on Ecuador winger Jefferson Montero (centre) Full blooded: Christian Noboa of Ecuador (front) goes in hard on Honduras' Oscar Boniek Garcia . Acrobatic: Honduras's Boniek Garcia (right) pulls off an overhead kick to clear the ball from Juan Paredes (left) Up for the cup: Ecuadord kept their hopes of qualification for the last 16 alive with this win in Curitiba . At the other end, Caicedo paid the price for his honesty when refusing to tumble under the clumsy challenge of a sliding Maynor Figueroa inside the area. Sadly, Australian referee Benjamin Williams chose not to reward the former Manchester City frontman and the chance was gone. But any injustice was soon forgotten when Valencia climbed to cushion Ayovi’s enticing free-kick into the bottom corner for his second of the night and third of the finals. He was denied a hat-trick late on when Valladares repelled his curling free-kick, but his name had been noted nonetheless. Controversy: Figueroa appears to catch Caicedo with a tackle inside the box but no penalty was given . Going down: Caicedo hits the turf after Figueroa's risky tackle during the second half . Animated: Honduras boss Luis Fernando Suarez crouches as he dishes out instructions to his players . Rough landing: Ecuador winger Montero (centre) is launched into the air after a challenge by Figueroa (left) Battle: Victor Bernardez (left) tussles for the ball with Ecuador's Enner Valencia (right)","Enner Valencia scores both goals as Ecuador come from behind to beat Honduras in Curitiba .
Striker scored third goal of campaign and seventh in last six internationals .
Carlos Costly gave Honduras the lead in 31st minute .
Valencia replied with quick equaliser before heading winner in second half .
Ecuador into second place in Group E above Switzerland on goal difference .
Final games on Wednesday: Ecuador vs France, Switzerland vs Honduras ."
"Luis Suarez has revealed he was only 50 per cent fit when he broke English hearts with two goals for Uruguay in their 2-1 World Cup victory - and that Roy Hodgson's refusal to label him a 'world-class striker' gave him added motivation. England are teetering on the brink of a group stage exit in Brazil after Suarez's brace left them bottom of Group D without a win from two matches. And the Liverpool striker says that Hodgson's refusal to label him in the same bracket as Lionel Messi and Cristiano Ronaldo following England's loss to Italy last week, coupled with constant talk of his knee injury, inspired his performance. VIDEO Scroll down to watch Luis Suarez's message to Uruguay fans after the match . Joy: Luis Suarez celebrates after scoring his second goal against England in Uruguay's 2-1 win . Clinical: Suarez fires past Hart (right) to put Uruguay 2-1 against England at the World Cup . Injured: Suarez revealed he was only 50 per cent fit during Uruguay's victory over England . All alone: Roy Hodgson's refusal to label Suarez as 'world class' motivated the Uruguayan striker . Hogdson said that Suarez would 'only be at that level' once he performed at a World Cup, something he made sure he did against England. Suarez told Uruguayan website Tenfield: 'It wasn’t revenge, but in England they talked about the injury and the coach had words that annoyed (me).' The 27-year-old forward's involvement in the World Cup had been in doubt since he underwent a knee operation five weeks ago, leaving the hospital in a wheelchair. He was also forced to sit on the bench as Uruguay were humbled 3-1 by Costa Rica in their opening Group D match. But Suarez was back fit to face England and scored an opportunistic header to put Uruguay 1-0 up, before winning the game after capitalising on Steven Gerrard's misdirected header and smashing home. Amazingly, Suarez says he was only half-fit for the match. Grateful: Suarez celebrates his first goal by hugging physio Walter Ferreira who he credits for getting him fit . Opportunistic: Suarez runs off in celebration after ghosting in to nod past Hart and put Uruguay ahead . VIDEO All Star XI: Luis Suarez . He said: ‘I was probably only 50 per cent fit - but it is due to the work of all the fantastic doctors and physiotherapist that I was able to be 50 per cent ready - and I am thankful that that was enough to beat England. ‘I have some more days to get ready for the next game now - and the more I train the sharper and more ready I will be. ‘It was a fantastic result - but it is not the job done. We need to make sure we go and get the right result against Italy - and then if we progress out of the group we can start to dream about what is possible.' Suarez celebrated his first goal by running to the touchline and hugging team physio Walter Ferreira, who helped with his recovery. 'My wife and my two children are important to me and Walter is also important, the goals were for him because of what he did for me,' Suarez said. 'I have to thank him. I scored the goals, but he is the man responsible for them.' Halfway there: Suarez says the job is far from over for Uruguay and they must beat Italy to progress . Celebrate: Cavani runs over to celebrate with Luis Suarez, who scored both Uruguay goals . Despite their victory over England, Uruguay still face the possibility of an early exit along with Hodgson's men. Their final Group D match is against Italy on Tuesday and Suarez knows they need to win to give themselves the best possible chance of progressing. He said: 'This victory is very important, it is crucial. 'It was a difficult match against a difficult rival. England are a strong team. 'But we have not qualified, we have to keep our feet on the ground.'","Suarez says that he was not fully fit for the World Cup Group D encounter .
The striker revealed Hodgson's comments on his class inspired him .
Hodgson: Suarez not same 'level' as Cristiano Ronaldo and Lionel Messi .
Suarez says it was a 'fantastic result' but they must beat Italy to progress ."
"Vasyl Lomachenko has beaten Gary Russell by majority decision to win the vacant WBO featherweight title in Carson City, California. The Ukrainian dropped a split decision to Orlando Salido in March but, after the Mexican fighter was stripped of his belt for failing to make the weight, Lomachenko was handed a second chance against Washington DC's Russell. While the American did manage to hit his opponent with quick combinations in the early rounds on Saturday night, Lomachenko grew into the bout and scored a left uppercut to the chin before stunning Russell right at the final bell. New champion: Vasyl Lomachenko poses with his belt after winning the vacant WBO featherweight title . On top: Ukrainian Lomachenko beat Washington DC's Gary Russell by majority decision in Carson City . The judges' scorecards read 114-114, 116-112 and 116-112, with double Olympic and triple world amateur champion Lomachenko telling ESPN: 'I'm very happy and excited to be a world champion. 'I just worked by the plan built by our team. I was just working hard.' On top of the world: Referee Jack Reiss (right) raises the arm of the new champion Lomachenko . Tough start: Lomachenko was hit by a number of quick combinations by Russell (right) in the early rounds . Russell added: 'It's definitely a little disappointing. But it's all good - we are gladiators, we are warriors. 'We need to go back to the drawing board. He had good movement and I take my hat off to him.' Blow: Lomachenko grew into the bout with two of the three judges scoring the fight in favour of him . Teamwork: Lomachenko is congratulated by a member of his team after winning in California .","Lomachenko won by majority decision to win the vacant belt in Carson City .
The judges' scorecards read 116-112, 116-112 and 114-114 .
Lomachenko is a double Olympic and triple world amateur champion ."
"As the 2014 World Cup continues, Sportsmail will be providing you with all you need to know about every fixture in Brazil from team news and key battles to betting odds and Opta stats... Here is all the information you need for the first game in Group F between Argentina and Bosnia-Herzegovina . Venue: Estadio Jornalista Mario Filho, Rio de JaneiroKick-off: 11pm (7pm, Brazil time)TV coverage: BBC1, from 10.30pmOdds: Argentina 4/11, Draw 7/2, Bosnia-Herzegovina 17/2Referee: Joel Aguilar, El Salvador . Backing their boys: Argentina fans will hope to see their country win the World Cup in Brazil . Managers:  Alejandro Sabella (Argentina) and Safet Susic (Bosnia-Herzegovina)Key clash: Lionel Messi v Emir Spahic . The Barcelona forward scored in his first meeting with Spahic, when the defender played for Sevilla in 2011. Spahic, 33, will not even be able to just focus on Argentina’s talisman, with Sergio Aguero and Gonzalo Higuain joining the four-time Ballon d’Or winner to make up a potent front-three. One to watch: Angel di Maria (Argentina) Outstanding for Real Madrid this season, di Maria’s role for his national side is equally important. Not only is the 26-year-old capable of gliding past defenders and chipping in with goals, he also has the discipline to track back and help his side defensively. This will be particularly important given Argentina’s potential weakness at the back. Head-to-head record: Played 2 Argentina Wins 2 . Threat: Angel Di Maria could be one of Argentina's danger men . Team News: . Lionel Messi takes centre stage in the World Cup on Sunday, facing Bosnia-Herzegovina in the Maracana with dreams of returning to the stadium for the final in four weeks' time. Argentina arrive in Rio with expectations running high, not least that Messi will produce the kind of displays that were absent in South Africa four years ago. Argentina have a wonderfully-talented attack, so much so that coach Alejandro Sabella could afford to leave Carlos Tevez out of his squad - but there are still question marks at the back, something readily admitted by Maradona, coach in 2010. That attacking strength is however causing a dilemma for coach Sabella. The coach has admitted that he favours a 5-3-2 formation - but he used a 4-3-3 set-up during the successful qualifying campaign, choosing not to squander his firepower. However, there have been indications in training this week that he is going to be more conservative against Bosnia, which means Gonzalo Higuain missing out. Much, of course, will depend on Messi but Bosnia coach Safet Susic's insists he has no plans to man-mark the four-times world player of the year. This will be Bosnia's World Cup debut, indeed their first major tournament having only played the first match as an independent nation in 1995 following the civil war and break-up of Yugoslavia. Argentina defender Federico Fernandez says they are acutely aware of the threat of Manchester City striker Edin Dzeko. Tough test: Lionel Messi is likely to be marked by Bosnia-Herzegovina's Emir Spahic .","Argentina are one of the favourites to win the World Cup .
Bosnia-Herzegovina are making their debut at the World Cup .
Lionel Messi is set to provide a threat for the South Americans .
Argentina have won nine and lost just one of their last 12 World Cup group games (D2), scoring 24 and conceding just four in total in this run.
La Albiceleste have only mustered two wins in their last nine World Cup games against European sides, drawing four and losing three.
Bosnia-Herzegovina are the only country making their World Cup debut in 2014. Since 1950, the best record for a side making their debut is third, achieved by Portugal in 1966 and Croatia in 1998.
Lionel Messi has only scored one goal in 571 minutes of World Cup football. Indeed only one of his 31 shots in the tournament has found the net.
Argentina have won both previous internationals against the Dragons (both friendlies), scoring seven and conceding none.
Alejandro Sabella’s side scored more goals than any other South American side in qualifying (35).
No player was involved in more goals than Edin Dzeko in the European qualifiers (14 – 10 goals, 4 assists).
Dzeko and compatriot Vedad Ibisevic both scored four headed goals in qualification; the strike partners scored all eight of Bosnia’s headed goals between them."
"To the untrained eye, Ross  Barkley seemed to have played incredibly well. He was slick in possession, exciting and unpredictable. He went past defenders and he created England’s second goal for Rickie Lambert. So, it was a surprise when Roy Hodgson picked his performance apart. ‘He lost the ball an awful lot of times,’ said the manager. ‘If he’s going to be the player we want him to be, he has to make better decisions when he turns with the ball. ‘That’s not a criticism, but there were other performances out there who merited your obsession more than Ross Barkley. Alex Oxlade-Chamberlain and Phil Jones were outstanding, Jack Wilshere in the middle of the park, Rickie Lambert scored a magnificent goal. There always seems to be an enormous obsession with one player. I will be prepared to start any of the players in any game, but I’m not prepared to address the obsession with Ross Barkley.’ Dazzling: Ross Barkley was brilliant in the 2-2 draw against Ecuador, but Roy Hodgson wants him to improve . Assist: Barkley's brilliant run set up Rickie Lambert's second goal . Hodgson seemingly has a determination to be contrary. On a night when England supporters arrived at the Sun Life Stadium in Miami  looking for signs of encouragement, the young Everton midfielder surely provided some. The reaction from the boss seemed a harsh and prickly, like Glenn Hoddle trying to dilute the clamour for David Beckham in the build-up to France 98. Barkley was starting his first England game and seemed to cope well for a 20-year-old preparing for his first major tournament. He left the stadium without a word, head down, flicking through messages on his phone, some of them surely from home in Merseyside, with their thoughts on the post-match comments of Hodgson. Perhaps it was part of a misguided defence mechanism to protect Wayne Rooney, who had worked hard on the left wing and scored his first England goal since October. In front: Lambert lashed a powerful shot into the corner after a driving run by the Everton youngster . Effortless: Barkley, 20, was in complete control and comfortable in his first England start . Perhaps Hodgson feared it would fuel a campaign to start Barkley ahead of Rooney against Italy in Manaus on  Saturday week if he appeared excited by the attacking qualities of the young Everton midfielder, rather than seizing upon his errors. Perhaps he wanted to keep him grounded. Perhaps he really does believe Barkley is far too casual in possession, picked the wrong options, and that this was the reason his team were so painfully vulnerable at the back. Whatever the motive, Barkley can feel miffed. His pass completion rate was  91 per cent and he seemed to settle easily into the sleepy tempo of football in the tropical humidity. He injected a burst of pace when necessary and was willing to turn and take on defenders. His assist for England’s second goal was uplifting as he drifted left to right and nutmegged one defender, lured others towards him and rolled in Rickie Lambert. He may not have always picked the right option, but here he did. Worry: Alex Oxlade-Chamberlain was forced into an early exit after picking up a knee injury . Make way? Roy Hodgson might consider swapping Wayne Rooney for Barkley in the opener against Italy . Elsewhere, he offered a first-time pass or a well-balanced change of direction. He showed the poise and vision to open spaces for others and combined well with Lambert, exactly the sort of thing you would demand of your creator-in-chief. Until he tired in the final 20 minutes, Barkley made things happen. So did Oxlade-Chamberlain until struck down by the injury which may end his hopes of World Cup participation. Hodgson has always had a fondness for the Ox, having made him a surprise selection for Euro 2012 and stood by him through a serious knee injury last year and when a groin problem niggled away in April and May. Like Barkley he can go past his man, although just as the deep midfielders did not shield their centre halves well, Oxlade-Chamberlain did little to help James Milner, who found it hard to adjust to his role at right back. Slight criticism: Roy Hodgson said there were certain things Barkley could do to improve . There was little protection on display full stop. Frank Lampard and Wilshere, another desperate to stay fit and who limped off with cramp, are strong on the ball and prepared to tackle but do not naturally sense danger. They were unable to smother Ecuador’s movement around the edge of the box, but they shifted the ball quickly and England flexed well on the turnover of possession, especially when they funnelled through Barkley. To the untrained eye, that’s how it seemed: vulnerable at the back, encouraging going forward and  Barkley was a delight to watch.","Everton midfielder was brilliant for England in Ecuador .
His mazy dribble set up Rickie Lambert's second goal .
Barkley, 20, appeared quite at home in his first start for the Three Lions .
Roy Hodgson may ponder dropping Wayne Rooney in his favour ."
"FIFA says less than half of the tickets available for the World Cup opener next week went directly to the general public, with most being reserved to commercial partners, broadcasters, local organizers and hospitality programs. FIFA said on Sunday that of the 61,600 tickets available for the Brazil-Croatia match on Thursday, only 25,630 were sold to the general public. About 10,000 additional tickets are going to fans through promotional activities. Not for fans: The Arena de Sao Paulo, which will host the opening game, will be full of sponsors and VIPs . Home support: The Brazil team may not be able to count on such strong backing from the corporate seats . In form: Croatia won their final warm-up 1-0 with a goal from Jelavic ahead of the opener on Thursday . Football's governing body said more than 1,500 tickets were reserved for VIPs, and about the same number is going to journalists. More than 13,750 tickets went to hospitality programs, and 12,600 to commercial affiliates and broadcasters. Local organizers and the football community, including association members, received 6,600 tickets.","25,630 tickets allocated to fans in 61,600 seater .
Brazil take on Croatia in opening game on June 12th .
10,000 reserved for promotional activities, 12,600 for commercial affiliates ."
